,EmbryoID,RNAi,StageSimple,TimeMin,MeanMembAnt,MeanCytoAnt,MeanMembCytoAntRatio,MeanMembPost,MeanCytoPost,MeanMembCytoPostRatio,ASI,ASINormtot1
19, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,42,547.6949599,286.7471582,1.910027507,34.31442091,18.58411978,1.846437782,0.441041464,1.053537099
20, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,44.33333333,556.6008234,304.859446,1.825762103,26.62821087,23.50518653,1.132865329,0.454343475,1.085312256
21, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,46.66666667,579.6462995,311.7072917,1.859585306,45.29854558,20.42590393,2.217700902,0.427515931,1.021228001
22, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,49,562.8545817,304.2176843,1.850170489,54.02359835,30.88663588,1.749092992,0.412424203,0.985177661
23, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,51.33333333,586.1273677,319.4111545,1.83502473,52.18522422,41.74098083,1.250215572,0.418245034,0.999082162
24, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,53.66666667,602.9554742,293.4497366,2.054714655,54.75733076,7.358259658,7.441614364,0.416745834,0.995500952
25, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,56,624.087729,299.3006971,2.085152942,60.25616547,2.991627401,20.14160101,0.411950459,0.984046007
26, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,58.33333333,635.8874379,319.9817699,1.987261456,41.80295043,31.86448373,1.311897936,0.438315562,1.047025605
27, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,60.66666667,632.0987609,308.0495464,2.05193862,35.85862475,18.00823565,1.991234757,0.446315999,1.066136636
28, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,63,655.5295636,323.9823017,2.023349918,33.4998974,29.12607481,1.150168624,0.451381038,1.078235738
29, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,65.33333333,652.3388797,284.5102527,2.292848407,45.05657576,-1.926157301,-23.39195025,0.435393075,1.040044518
30, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,67.66666667,658.3851722,323.4048091,2.03579277,40.75697654,14.62365109,2.787058874,0.441704306,1.055120462
31, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,70,677.0086566,313.8083701,2.157395153,43.68133025,16.31105632,2.678019706,0.43938957,1.049591138
32, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,72.33333333,661.1904666,325.6191178,2.030564025,33.25367645,12.44933772,2.671120119,0.452114685,1.079988238
33, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,74.66666667,686.0397267,312.7469508,2.193593655,24.43914065,4.739084524,5.156932847,0.465601875,1.112205742
34, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,77,659.3589303,318.0305249,2.073256743,30.78942958,15.96322592,1.928772401,0.455387231,1.087805526
35, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,79.33333333,702.1442837,320.931208,2.187834234,48.43476953,7.21669198,6.711491866,0.435470129,1.04022858
36, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,81.66666667,681.7806714,314.9291169,2.164870235,41.43580578,4.267349608,9.709962761,0.44270622,1.057513781
37, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,84,696.6479545,319.6311023,2.17953744,35.70329431,0.708732339,50.37627373,0.451248401,1.077918903
38, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,86.33333333,704.7079494,315.860437,2.231073813,51.41510829,5.302855798,9.695739475,0.432001666,1.031943295
39, 02Jun22_kk1216_ctrlRNAi_CH1_Stage4_postNEBD,ctrlRNAi,late maint.,88.66666667,700.2215689,344.9031731,2.030197527,40.04649934,22.29041128,1.796579652,0.445902706,1.065149382
40, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,0,207.5507929,219.2616845,0.94658943,30.25847118,139.6152774,0.216727508,0.372761596,1
41, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,2.333333333,197.4348403,183.2214227,1.077575086,2.205154168,115.1889692,0.019143796,0.488954347,1.311707943
42, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,4.666666667,157.3608101,206.7639245,0.761065116,17.85398151,132.5485996,0.134697625,0.398102316,1.067981036
43, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,7,174.1843995,188.1210327,0.925916667,13.2793595,117.6878789,0.112835405,0.429163058,1.151307061
44, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,9.333333333,161.3004759,205.9887535,0.783054769,21.82219291,133.9459067,0.162917953,0.380832924,1.021652789
45, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,11.66666667,170.5178604,178.2279955,0.956740045,40.20403629,109.2657407,0.367947319,0.309208075,0.829506254
46, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,14,197.2925927,214.5453378,0.919584619,48.91536223,132.8767751,0.368125748,0.301325013,0.808358522
47, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,16.33333333,206.4180427,210.6254316,0.980024307,38.83867559,145.0315912,0.267794591,0.341640727,0.916512673
48, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,18.66666667,216.8387909,203.3940907,1.066101725,42.39722403,122.7005868,0.345533996,0.336453187,0.902596165
49, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,21,227.4948682,211.8803322,1.073695071,63.33278622,143.4734078,0.441425259,0.282232586,0.757139654
50, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,23.33333333,229.8483778,177.1276808,1.297642338,84.79982628,119.970837,0.706836998,0.230493214,0.618339486
51, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,25.66666667,250.7649199,200.1398357,1.252948565,97.68586681,135.5351737,0.720741813,0.219656633,0.589268409
52, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,28,269.1340572,204.6892652,1.31484207,116.341132,138.947401,0.837303405,0.198187756,0.531674286
53, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,30.33333333,271.9182941,201.6652325,1.348364766,107.9897329,138.3219962,0.780712655,0.215747694,0.578781977
54, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,32.66666667,285.0236397,193.9732656,1.469396511,140.8186819,126.054391,1.117126351,0.169317316,0.454224141
55, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,35,282.0005248,178.1884586,1.582597027,112.7251428,119.2476724,0.945302668,0.214421554,0.575224369
56, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,37.33333333,276.7877798,181.0296095,1.528964132,123.0683909,118.843644,1.035548783,0.192218353,0.51566029
57, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,39.66666667,289.5511054,190.5749301,1.519355696,137.3321326,120.8142347,1.136721455,0.17829111,0.478297958
58, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,42,266.7473791,197.5531659,1.35025616,119.1258431,139.3472032,0.854885067,0.191282431,0.513149512
59, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,44.33333333,282.1615586,186.4726476,1.51315253,154.5523435,113.989849,1.355843041,0.146101618,0.391943857
60, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,46.66666667,283.922304,189.4973914,1.498291359,143.3529499,124.8578299,1.148129436,0.16449508,0.441287626
61, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,49,292.7484396,204.5576276,1.431129423,136.8929768,134.25286,1.019665255,0.181378537,0.486580534
62, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,51.33333333,324.0686161,178.3569013,1.816967069,150.5775163,111.2405535,1.353620703,0.182758362,0.490282165
63, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,53.66666667,321.0917007,175.8359626,1.826086632,138.7483491,124.2733944,1.116476699,0.198268237,0.531890191
64, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,56,348.5864875,170.2547064,2.047441124,155.0894467,128.1784463,1.209949497,0.192084858,0.515302167
65, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,58.33333333,330.7703012,186.8946843,1.769821878,122.4121917,131.615489,0.93007436,0.229883229,0.616703092
66, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,60.66666667,311.0031903,176.0827217,1.766233435,137.1481715,121.0267895,1.13320507,0.193969085,0.520356943
67, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,63,312.7077663,182.0713987,1.717500763,125.4295505,126.7021653,0.989955856,0.213720914,0.573344777
68, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,65.33333333,321.2975903,182.3465381,1.762016398,145.941025,133.9348945,1.089641542,0.187652047,0.503410354
69, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,67.66666667,317.2477369,193.2379565,1.64174649,157.5539266,127.8068619,1.232750137,0.168168967,0.451143488
70, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,70,333.2172571,187.5635445,1.776556623,144.883003,126.9577725,1.141190493,0.196961045,0.528383416
71, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,72.33333333,327.047844,185.1222299,1.766658949,166.3524585,122.9624997,1.352871477,0.162844839,0.436860558
72, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,74.66666667,338.3515729,178.2920772,1.897737568,199.648129,113.617413,1.757196575,0.128906618,0.345815178
73, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,77,335.8421547,175.5446083,1.913144231,153.4663735,117.5587202,1.305444404,0.186360722,0.499946142
74, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,79.33333333,310.2023119,196.2621107,1.580551187,157.0279078,131.4357353,1.194712438,0.163917484,0.439738121
75, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,81.66666667,306.4118603,171.4866136,1.786797546,192.1003749,113.632957,1.690533979,0.114652638,0.307576314
76, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,84,318.9398565,185.0212291,1.723801415,172.2660643,130.9425356,1.315585218,0.149299699,0.400523285
77, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,86.33333333,326.4083815,188.3201038,1.733263603,173.2831489,127.097898,1.363383279,0.15321976,0.411039553
78, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,88.66666667,318.3051854,182.2777541,1.746264579,159.0911611,123.3165958,1.290103413,0.166752454,0.447343437
79, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,91,343.3338927,185.7574085,1.848291788,155.4881949,125.9882086,1.234148787,0.188289274,0.505119831
80, 02Jun22_kk1216_PKC3RNAi_CH4_Stage1_centration,PKC3RNAi,late maint.,93.33333333,340.5761986,177.0218396,1.923921926,140.6487208,134.0278234,1.049399425,0.207727686,0.557266864
81, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,0,142.2363293,239.6866953,0.593426052,12.08304339,136.7541809,0.088355934,0.421701059,1
82, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,2.333333333,236.8797724,226.5665438,1.045519645,48.13352902,122.6976279,0.392293884,0.331118306,0.785196762
83, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,4.666666667,240.8172061,251.4290117,0.957794029,32.85543679,136.0432021,0.241507376,0.379946214,0.900984728
84, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,7,240.8088313,239.7555533,1.004393133,29.62865974,135.5028291,0.21865713,0.390441744,0.925873283
85, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,9.333333333,254.6738722,243.8763876,1.044274416,18.98319554,140.117945,0.135480117,0.430631444,1.021177051
86, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,11.66666667,225.4686429,269.7299788,0.835905018,63.98201404,151.9497701,0.421073451,0.27895364,0.661496181
87, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,14,203.1709888,259.6423803,0.782503182,58.67728921,155.3948491,0.37760125,0.275911113,0.654281289
88, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,16.33333333,215.5437022,245.4294712,0.878230724,78.32391744,143.1535805,0.547132088,0.233472107,0.553643634
89, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,18.66666667,221.742154,249.6317334,0.888277107,115.1927397,146.7161064,0.785140381,0.158115732,0.374947437
90, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,21,230.2072812,248.311576,0.927090412,105.3971505,157.62174,0.668671406,0.185948276,0.440948087
91, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,23.33333333,253.1568633,248.6574649,1.018094765,114.7692621,159.2683653,0.720603001,0.188064385,0.44596612
92, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,25.66666667,294.6230762,246.9697786,1.192951938,122.9901197,164.8027695,0.746286728,0.205492736,0.487294806
93, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,28,285.5151348,241.0895751,1.184269932,167.9840194,148.8803094,1.128315894,0.129582508,0.307285232
94, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,30.33333333,312.5641007,250.4855332,1.247832945,164.2367011,169.5736392,0.968527313,0.155544411,0.368849941
95, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,32.66666667,306.0542364,225.9278402,1.354654814,195.2706478,140.5994076,1.388844029,0.110490814,0.262012179
96, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,35,314.9925799,229.0842956,1.375007305,183.3988172,158.0135899,1.160652178,0.132018493,0.313061802
97, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,37.33333333,301.5904647,220.950479,1.364968594,178.1465394,143.6727059,1.239946991,0.128657915,0.3050927
98, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,39.66666667,304.6531438,235.9029305,1.291434333,204.8544024,155.4005158,1.318235022,0.09793647,0.232241461
99, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,42,331.9399693,241.3278161,1.375473307,193.8666312,154.6610392,1.253493655,0.131296695,0.311350167
100, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,44.33333333,299.9544948,218.7066968,1.371492045,195.8964965,142.5841533,1.373900899,0.104928699,0.248822468
101, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,46.66666667,319.9590829,220.3009157,1.452372914,204.5379276,142.0307334,1.440096258,0.110030327,0.260920206
102, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,49,335.0635285,216.1730516,1.549978252,204.3811475,148.5288955,1.376036272,0.121126769,0.287233731
103, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,51.33333333,323.8468987,226.0461344,1.432658424,222.1311486,141.0828957,1.574472565,0.093150036,0.220891161
104, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,53.66666667,311.4085632,242.3638701,1.284880305,222.4537589,152.6558202,1.457224223,0.083312495,0.197562926
105, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,56,331.2107035,204.1682455,1.622243962,217.978621,140.449929,1.552002358,0.103090207,0.244462766
106, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,58.33333333,337.7380977,209.3366582,1.613372931,221.6270111,141.453212,1.566786699,0.103788281,0.246118142
107, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,60.66666667,331.7355269,229.0477573,1.448324711,212.2876497,149.6249403,1.418798559,0.109781975,0.260331275
108, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,63,332.1674035,219.6415077,1.512316169,192.4872273,145.7317966,1.320832047,0.133116309,0.315665105
109, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,65.33333333,335.3461312,191.7000298,1.749327486,226.3465037,129.2785855,1.750842978,0.097027823,0.230086743
110, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,67.66666667,328.1781578,225.9752084,1.452275053,195.9136931,145.43833,1.347056811,0.126184432,0.299227211
111, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,70,349.5070807,197.8131997,1.76685419,202.1349634,130.2412938,1.55200365,0.133575857,0.316754852
112, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,72.33333333,311.1672258,227.2438148,1.36930999,204.9303872,138.3532998,1.481210694,0.102923203,0.24406674
113, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,74.66666667,357.9587043,218.6265029,1.637307003,233.1451437,147.6922968,1.578587026,0.105576677,0.250359052
114, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,77,334.6711776,233.6463179,1.432383701,196.727771,156.5750618,1.256443835,0.129792698,0.307783666
115, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,79.33333333,304.7025496,221.3459278,1.376589814,214.3048449,134.6705025,1.591327284,0.087087107,0.206513844
116, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,81.66666667,335.853191,193.9030768,1.732067363,219.0605105,120.3600266,1.82004372,0.105234994,0.249548802
117, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,84,349.3222757,214.3870172,1.629400326,215.3503434,138.4348311,1.555608092,0.118627969,0.281308208
118, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,86.33333333,332.6010546,205.647703,1.617334158,196.7034873,134.8135723,1.459077776,0.128373702,0.304418733
119, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,88.66666667,304.0211091,235.3928623,1.291547697,221.0817856,157.791461,1.401101074,0.078974354,0.187275683
120, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,91,321.9484582,224.259602,1.435606124,246.5169735,132.2058227,1.864645358,0.066346589,0.157330857
121, 02Jun22_kk1216_PKC3RNAi_CH4_Stage2_centration,PKC3RNAi,late maint.,93.33333333,341.6924676,214.6184475,1.592092719,235.5293109,154.0778057,1.528638793,0.091960457,0.218070253
122, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,0,131.8354605,130.4779415,1.010404203,21.59328851,61.28705031,0.35233036,0.359261783,1
123, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,2.333333333,133.0751946,121.279684,1.097258751,30.62106708,41.85787205,0.731548585,0.312939729,0.871063229
124, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,4.666666667,189.4967599,122.0414584,1.552724479,38.04027887,34.03870205,1.117559618,0.332817202,0.926391888
125, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,7,224.4876311,144.8260982,1.550049568,62.06017315,28.12507436,2.2065781,0.283421222,0.788898891
126, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,9.333333333,265.0563612,171.1366085,1.548799894,44.55099455,28.95289781,1.538740435,0.356104858,0.991212742
127, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,11.66666667,345.9961334,180.203442,1.920030659,74.12475818,24.56411773,3.017603115,0.323563266,0.90063369
128, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,14,337.6905633,200.4464742,1.684691959,70.26132172,26.12604653,2.689320853,0.327770567,0.912344654
129, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,16.33333333,420.3977846,198.0518031,2.122665777,69.07800107,49.96122212,1.382632332,0.358873507,0.998919238
130, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,18.66666667,447.9353458,191.8384827,2.334960845,70.26893612,40.76032066,1.723954449,0.36439916,1.014299813
131, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,21,443.0975622,189.1857348,2.342129879,93.23395037,26.82409728,3.475753514,0.326163579,0.907871626
132, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,23.33333333,473.2922348,207.1377985,2.284914864,94.08301178,36.1864136,2.599954027,0.334178505,0.930181055
133, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,25.66666667,518.3188055,193.2561707,2.682029782,107.1872256,29.63110566,3.617388659,0.328639181,0.914762428
134, 02Jun22_kk1216_PKC3RNAi_CH4_Stage3_proMeet,PKC3RNAi,early maint.,28,534.3431708,212.5286142,2.514217546,102.4400897,39.87381273,2.569106957,0.339128796,0.94396012
